figure,series,env_steps,n_hover,press_minus_pi,press_rank,grad_cos,std_a,std_s,std_a_over_std_s,panel,feature,accuracy_drop,baseline_accuracy,n_pairs,delta_mm,success,her_succ,her_prog,her_succ_or_prog
inject,inject,597000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,598500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,600000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,601500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,603000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,604500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,606000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,607500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,609000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,610500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,612000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,613500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,615000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,616500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,618000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,619500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,621000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,622500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,624000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,625500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,627000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,628500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,630000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,631500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,633000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,634500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,636000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,637500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,639000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,640500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,642000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,643500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,645000,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,646500,,,,,,,,her,,,,,,,0.1,0.0,0.1
inject,inject,648000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,649500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,651000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,652500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,654000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,655500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,657000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,658500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,660000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,661500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,663000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,664500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,666000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,667500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,669000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,670500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,672000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,673500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,675000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,676500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,678000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,679500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,681000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,682500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,684000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,685500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,687000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,688500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,690000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,691500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,693000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,694500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,696000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,697500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,699000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,700500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,702000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,703500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,705000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,706500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,708000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,709500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,711000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,712500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,714000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,715500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,717000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,718500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,720000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,721500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,723000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,724500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,726000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,727500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,729000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,730500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,732000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,733500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,735000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,736500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,738000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,739500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,741000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,742500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,744000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,745500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,747000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,748500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,750000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,751500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,753000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,754500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,756000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,757500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,759000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,760500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,762000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,763500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,765000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,766500,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,768000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,769500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,771000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,772500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,774000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,775500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,777000,,,,,,,,her,,,,,,,0.09,0.0,0.09
inject,inject,778500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,780000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,781500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,783000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,784500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,786000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,787500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,789000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,790500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,792000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,793500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,795000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,796500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,798000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,799500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,801000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,802500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,804000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,805500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,807000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,808500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,810000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,811500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,813000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,814500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,816000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,817500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,819000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,820500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,822000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,823500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,825000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,826500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,828000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,829500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,831000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,832500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,834000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,835500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,837000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,838500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,840000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,841500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,843000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,844500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,846000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,847500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,849000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,850500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,852000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,853500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,855000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,856500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,858000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,859500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,861000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,862500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,864000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,865500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,867000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,868500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,870000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,871500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,873000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,874500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,876000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,877500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,879000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,880500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,882000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,883500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,885000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,886500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,888000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,889500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,891000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,892500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,894000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,895500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,897000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,898500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,900000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,901500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,903000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,904500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,906000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,907500,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,909000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,910500,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,912000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,913500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,915000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,916500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,918000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,919500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,921000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,922500,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,924000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,925500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,927000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,928500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,930000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,931500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,933000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,934500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,936000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,937500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,939000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,940500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,942000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,943500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,945000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,946500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,948000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,949500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,951000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,952500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,954000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,955500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,957000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,958500,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,960000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,961500,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,963000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,964500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,966000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,967500,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,969000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,970500,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,972000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,973500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,975000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,976500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,978000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,979500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,981000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,982500,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,984000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,985500,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,inject,987000,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,988500,,,,,,,,her,,,,,,,0.08,0.0,0.08
inject,inject,990000,,,,,,,,her,,,,,,,0.07,0.0,0.07
inject,push,1500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,3000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,4500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,6000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,7500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,9000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,10500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,12000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,13500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,15000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,16500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,18000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,19500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,21000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,22500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,24000,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,25500,,,,,,,,her,,,,,,,0.0,0.0,0.0
inject,push,27000,,,,,,,,her,,,,,,,0.0,0.01,0.01
inject,push,28500,,,,,,,,her,,,,,,,0.0,0.01,0.01
inject,push,30000,,,,,,,,her,,,,,,,0.0,0.01,0.01
inject,push,31500,,,,,,,,her,,,,,,,0.0,0.01,0.01
inject,push,33000,,,,,,,,her,,,,,,,0.0,0.01,0.01
inject,push,34500,,,,,,,,her,,,,,,,0.0,0.01,0.01
inject,push,36000,,,,,,,,her,,,,,,,0.0,0.01,0.01
inject,push,37500,,,,,,,,her,,,,,,,0.0,0.01,0.01
inject,push,39000,,,,,,,,her,,,,,,,0.0,0.01,0.01
inject,push,40500,,,,,,,,her,,,,,,,0.0,0.01,0.01
inject,push,42000,,,,,,,,her,,,,,,,0.0,0.01,0.01
inject,push,43500,,,,,,,,her,,,,,,,0.0,0.02,0.02
inject,push,45000,,,,,,,,her,,,,,,,0.0,0.02,0.02
inject,push,46500,,,,,,,,her,,,,,,,0.0,0.02,0.02
inject,push,48000,,,,,,,,her,,,,,,,0.0,0.02,0.02
inject,push,49500,,,,,,,,her,,,,,,,0.0,0.02,0.03
inject,push,51000,,,,,,,,her,,,,,,,0.0,0.02,0.03
inject,push,52500,,,,,,,,her,,,,,,,0.0,0.03,0.03
inject,push,54000,,,,,,,,her,,,,,,,0.0,0.03,0.03
inject,push,55500,,,,,,,,her,,,,,,,0.0,0.03,0.03
inject,push,57000,,,,,,,,her,,,,,,,0.0,0.03,0.03
inject,push,58500,,,,,,,,her,,,,,,,0.0,0.03,0.04
inject,push,60000,,,,,,,,her,,,,,,,0.0,0.03,0.04
inject,push,61500,,,,,,,,her,,,,,,,0.0,0.03,0.04
inject,push,63000,,,,,,,,her,,,,,,,0.01,0.04,0.04
inject,push,64500,,,,,,,,her,,,,,,,0.01,0.04,0.04
inject,push,66000,,,,,,,,her,,,,,,,0.01,0.04,0.05
inject,push,67500,,,,,,,,her,,,,,,,0.01,0.04,0.05
inject,push,69000,,,,,,,,her,,,,,,,0.01,0.05,0.05
inject,push,70500,,,,,,,,her,,,,,,,0.01,0.05,0.06
inject,push,72000,,,,,,,,her,,,,,,,0.01,0.05,0.06
inject,push,73500,,,,,,,,her,,,,,,,0.01,0.05,0.06
inject,push,75000,,,,,,,,her,,,,,,,0.01,0.05,0.07
inject,push,76500,,,,,,,,her,,,,,,,0.01,0.06,0.07
inject,push,78000,,,,,,,,her,,,,,,,0.01,0.06,0.07
inject,push,79500,,,,,,,,her,,,,,,,0.02,0.07,0.08
inject,push,81000,,,,,,,,her,,,,,,,0.02,0.07,0.08
inject,push,82500,,,,,,,,her,,,,,,,0.02,0.07,0.09
inject,push,84000,,,,,,,,her,,,,,,,0.02,0.07,0.09
inject,push,85500,,,,,,,,her,,,,,,,0.02,0.08,0.1
inject,push,87000,,,,,,,,her,,,,,,,0.02,0.08,0.1
inject,push,88500,,,,,,,,her,,,,,,,0.03,0.08,0.11
inject,push,90000,,,,,,,,her,,,,,,,0.03,0.08,0.11
inject,push,91500,,,,,,,,her,,,,,,,0.03,0.09,0.12
inject,push,93000,,,,,,,,her,,,,,,,0.03,0.08,0.12
inject,push,94500,,,,,,,,her,,,,,,,0.04,0.09,0.12
inject,push,96000,,,,,,,,her,,,,,,,0.04,0.09,0.13
inject,push,97500,,,,,,,,her,,,,,,,0.04,0.09,0.13
inject,push,99000,,,,,,,,her,,,,,,,0.04,0.09,0.14
inject,push,100500,,,,,,,,her,,,,,,,0.04,0.1,0.14
inject,push,102000,,,,,,,,her,,,,,,,0.04,0.1,0.14
inject,push,103500,,,,,,,,her,,,,,,,0.05,0.1,0.14
inject,push,105000,,,,,,,,her,,,,,,,0.05,0.1,0.15
inject,push,106500,,,,,,,,her,,,,,,,0.05,0.1,0.15
inject,push,108000,,,,,,,,her,,,,,,,0.05,0.1,0.15
inject,push,109500,,,,,,,,her,,,,,,,0.05,0.1,0.16
inject,push,111000,,,,,,,,her,,,,,,,0.06,0.1,0.16
inject,push,112500,,,,,,,,her,,,,,,,0.06,0.11,0.16
inject,push,114000,,,,,,,,her,,,,,,,0.06,0.11,0.17
inject,push,115500,,,,,,,,her,,,,,,,0.07,0.11,0.17
inject,push,117000,,,,,,,,her,,,,,,,0.07,0.11,0.17
inject,push,118500,,,,,,,,her,,,,,,,0.07,0.11,0.18
inject,push,120000,,,,,,,,her,,,,,,,0.07,0.11,0.18
inject,push,121500,,,,,,,,her,,,,,,,0.07,0.11,0.19
inject,push,123000,,,,,,,,her,,,,,,,0.08,0.11,0.19
inject,push,124500,,,,,,,,her,,,,,,,0.08,0.11,0.19
inject,push,126000,,,,,,,,her,,,,,,,0.08,0.12,0.2
inject,push,127500,,,,,,,,her,,,,,,,0.08,0.12,0.2
inject,push,129000,,,,,,,,her,,,,,,,0.09,0.12,0.2
inject,push,130500,,,,,,,,her,,,,,,,0.09,0.12,0.21
inject,push,132000,,,,,,,,her,,,,,,,0.09,0.12,0.21
inject,push,133500,,,,,,,,her,,,,,,,0.09,0.12,0.21
inject,push,135000,,,,,,,,her,,,,,,,0.09,0.12,0.22
inject,push,136500,,,,,,,,her,,,,,,,0.1,0.13,0.22
inject,push,138000,,,,,,,,her,,,,,,,0.1,0.13,0.23
inject,push,139500,,,,,,,,her,,,,,,,0.1,0.13,0.23
inject,push,141000,,,,,,,,her,,,,,,,0.1,0.13,0.23
inject,push,142500,,,,,,,,her,,,,,,,0.1,0.13,0.23
inject,push,144000,,,,,,,,her,,,,,,,0.1,0.13,0.23
inject,push,145500,,,,,,,,her,,,,,,,0.11,0.13,0.23
inject,push,147000,,,,,,,,her,,,,,,,0.11,0.13,0.24
inject,push,148500,,,,,,,,her,,,,,,,0.11,0.13,0.24
inject,push,150000,,,,,,,,her,,,,,,,0.11,0.13,0.24
inject,push,151500,,,,,,,,her,,,,,,,0.11,0.13,0.25
inject,push,153000,,,,,,,,her,,,,,,,0.12,0.13,0.25
inject,push,154500,,,,,,,,her,,,,,,,0.12,0.13,0.25
inject,push,156000,,,,,,,,her,,,,,,,0.12,0.13,0.25
inject,push,157500,,,,,,,,her,,,,,,,0.13,0.13,0.26
inject,push,159000,,,,,,,,her,,,,,,,0.13,0.13,0.26
inject,push,160500,,,,,,,,her,,,,,,,0.13,0.13,0.27
inject,push,162000,,,,,,,,her,,,,,,,0.14,0.14,0.27
inject,push,163500,,,,,,,,her,,,,,,,0.14,0.14,0.27
inject,push,165000,,,,,,,,her,,,,,,,0.14,0.14,0.28
inject,push,166500,,,,,,,,her,,,,,,,0.14,0.14,0.28
inject,push,168000,,,,,,,,her,,,,,,,0.14,0.14,0.28
inject,push,169500,,,,,,,,her,,,,,,,0.14,0.14,0.29
inject,push,171000,,,,,,,,her,,,,,,,0.15,0.14,0.29
inject,push,172500,,,,,,,,her,,,,,,,0.15,0.15,0.29
inject,push,174000,,,,,,,,her,,,,,,,0.15,0.15,0.3
inject,push,175500,,,,,,,,her,,,,,,,0.15,0.15,0.3
inject,push,177000,,,,,,,,her,,,,,,,0.15,0.15,0.31
inject,push,178500,,,,,,,,her,,,,,,,0.16,0.15,0.31
inject,push,180000,,,,,,,,her,,,,,,,0.16,0.16,0.31
inject,push,181500,,,,,,,,her,,,,,,,0.16,0.16,0.32
inject,push,183000,,,,,,,,her,,,,,,,0.16,0.16,0.32
inject,push,184500,,,,,,,,her,,,,,,,0.16,0.16,0.32
inject,push,186000,,,,,,,,her,,,,,,,0.16,0.16,0.32
inject,push,187500,,,,,,,,her,,,,,,,0.16,0.16,0.32
inject,push,189000,,,,,,,,her,,,,,,,0.16,0.16,0.32
