run_id,run_name,group,state,task_idx,env,actor_mode,critic_mode,seed,env_name,use_task_id,adapt_heads_only,encoder_from_base,k_max,k_sample_k,intra_eval_previous_tasks,dyn_aux_weight,phi_task_width,phi_task_depth,created_at,evaluator_success_rate_summary,evaluator_mean_return_summary
1gfbim94,task2_sawyer_faucet_close_s100,real1,finished,2,sawyer_faucet_close,cka,reset,100,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-27T01:46:15Z,0.6,30.9
bjyr7p7b,task2_sawyer_faucet_close_s101,real1,finished,2,sawyer_faucet_close,cka,reset,101,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-27T01:48:02Z,0.4,13.2
92dvuzh5,task3_sawyer_push_back_s97,real1,finished,3,sawyer_push_back,cka,reset,97,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T02:18:16Z,0.8,21.9
cfeqf87e,task3_sawyer_push_back_s98,real1,finished,3,sawyer_push_back,cka,reset,98,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T02:18:41Z,0.5,18.3
zeeuk7rc,task3_sawyer_push_back_s99,real1,finished,3,sawyer_push_back,cka,reset,99,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T02:18:43Z,1.0,41.2
tmwwleal,task3_sawyer_push_back_s98,real1,finished,3,sawyer_push_back,cka,persistent,98,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T02:24:27Z,1.0,47.7
fkhoc5xg,task3_sawyer_push_back_s99,real1,finished,3,sawyer_push_back,cka,persistent,99,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T02:25:08Z,1.0,66.5
60zj2js0,task3_sawyer_push_back_s97,real1,finished,3,sawyer_push_back,cka,persistent,97,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T02:25:37Z,1.0,30.3
bm41krzi,task3_sawyer_push_back_s97,real1,finished,3,sawyer_push_back,cka,persistent,97,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T02:32:27Z,0.2,2.0
7r8m2k8y,task3_sawyer_push_back_s99,real1,finished,3,sawyer_push_back,cka,persistent,99,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T02:33:14Z,1.0,63.0
ohxz0wq8,task3_sawyer_push_back_s98,real1,finished,3,sawyer_push_back,cka,persistent,98,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T02:34:55Z,0.8,20.3
w7kxz2fc,task3_sawyer_push_back_s97,real1,finished,3,sawyer_push_back,cka,reset,97,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T02:41:45Z,1.0,33.2
o82omtu0,task3_sawyer_push_back_s99,real1,finished,3,sawyer_push_back,cka,reset,99,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T02:44:06Z,1.0,46.7
7poi0w0d,task3_sawyer_push_back_s98,real1,finished,3,sawyer_push_back,cka,reset,98,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T02:44:14Z,0.5,8.3
i5y7ifcr,task2_sawyer_faucet_close_s101,real1,finished,2,sawyer_faucet_close,cka,cka,101,sawyer_faucet_close,False,False,False,10,0,False,,,,2026-04-27T03:40:49Z,0.7,40.7
am72bwu6,task3_sawyer_push_back_s97,real1,finished,3,sawyer_push_back,cka,cka,97,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T03:42:54Z,1.0,33.7
dasrvu6b,task3_sawyer_push_back_s98,real1,finished,3,sawyer_push_back,cka,cka,98,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T03:43:07Z,0.8,36.3
4osfo30o,task3_sawyer_push_back_s99,real1,finished,3,sawyer_push_back,cka,cka,99,sawyer_push_back,False,False,False,10,0,False,,,,2026-04-27T03:43:37Z,0.8,19.6
45n3tfi4,task4_sawyer_stick_pull_s97,real1,finished,4,sawyer_stick_pull,cka,reset,97,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T05:57:40Z,0.5,20.7
4uhcpu4t,task4_sawyer_stick_pull_s99,real1,finished,4,sawyer_stick_pull,cka,reset,99,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T05:58:12Z,0.9,43.8
80w2o93p,task4_sawyer_stick_pull_s98,real1,finished,4,sawyer_stick_pull,cka,reset,98,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T05:58:18Z,0.7,6.5
olq86vyg,task4_sawyer_stick_pull_s98,real1,finished,4,sawyer_stick_pull,cka,persistent,98,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T06:06:50Z,0.6,27.8
ajxan066,task4_sawyer_stick_pull_s99,real1,finished,4,sawyer_stick_pull,cka,persistent,99,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T06:07:46Z,0.5,15.4
9cy6fpl4,task4_sawyer_stick_pull_s97,real1,finished,4,sawyer_stick_pull,cka,persistent,97,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T06:08:03Z,0.6,31.0
9jxkxfaq,task4_sawyer_stick_pull_s97,real1,finished,4,sawyer_stick_pull,cka,persistent,97,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T06:09:39Z,0.2,4.9
gwym9kqy,task4_sawyer_stick_pull_s99,real1,finished,4,sawyer_stick_pull,cka,persistent,99,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T06:10:22Z,0.7,27.6
314rh7o8,task4_sawyer_stick_pull_s98,real1,finished,4,sawyer_stick_pull,cka,persistent,98,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T06:12:14Z,0.3,14.6
t2au7f9x,task4_sawyer_stick_pull_s97,real1,finished,4,sawyer_stick_pull,cka,reset,97,sawyer_stick_pull,False,False,False,10,0,False,,,,2026-04-27T06:20:42Z,0.1,0.4
